알콜도수,당도,산도_ph,종류
11.3,12.2,3.17,화이트와인
12.5,8.3,2.96,화이트와인
12.4,11.25,3.02,화이트와인
11.3,1.3,3.05,화이트와인
9.9,9.9,3.34,화이트와인
11.3,7.2,3.08,화이트와인
12.6,1.1,3.22,화이트와인
11.5,1.1,3.14,화이트와인
12.3,4.8,2.98,화이트와인
12.2,1.1,2.97,화이트와인
13.2,1.4,3.08,화이트와인
10.2,1.7,3.13,화이트와인
11.5,10.6,3.05,화이트와인
13.2,1.4,3.08,화이트와인
12.2,1.1,2.97,화이트와인
11,5.55,3.47,화이트와인
13.2,2.1,2.98,화이트와인
9.5,1.7,3.32,화이트와인
10.2,9,3.25,화이트와인
10.2,1.7,3.13,화이트와인
11.4,1.8,3,화이트와인
12.5,4.7,3.16,화이트와인
9.2,11.3,3.01,화이트와인
12.1,3.6,3.28,화이트와인
10.7,6.9,3.1,화이트와인
12.1,3.6,3.28,화이트와인
11.2,4.9,3.38,화이트와인
10.6,6.95,3.25,화이트와인
11.8,1.9,3.06,화이트와인
12.5,4.7,3.16,화이트와인
9.2,11.3,3.01,화이트와인
12.6,1.8,2.95,화이트와인
12.8,11.3,3.13,화이트와인
12.3,8.2,3,화이트와인
12.3,8.3,2.99,화이트와인
12.4,9.55,2.98,화이트와인
12.3,8.4,2.93,화이트와인
9.1,7.8,3.2,화이트와인
9.1,7.8,3.2,화이트와인
10.6,10.2,3.1,화이트와인
10.3,5.5,3.19,화이트와인
9.5,7.8,3.39,화이트와인
11.1,7.4,3.25,화이트와인
10.8,3.3,3.12,화이트와인
11.2,5,2.94,화이트와인
10.8,3.3,3.12,화이트와인
11.4,5,2.87,화이트와인
11.2,1.3,3.21,화이트와인
10.2,1.2,3.19,화이트와인
11.1,7.4,3.25,화이트와인
9.5,7.8,3.39,화이트와인
10.2,9.9,3.12,화이트와인
11,0.7,3.37,화이트와인
11.5,4.6,3.15,화이트와인
9.8,5.6,3.05,화이트와인
10.1,9.5,3.11,화이트와인
8.8,14.8,2.95,화이트와인
11.5,4.6,3.15,화이트와인
12.7,2.1,3.39,화이트와인
9.8,11.6,3.1,화이트와인
12.9,1.2,3.16,화이트와인
9.8,11.6,3.1,화이트와인
12.7,2.1,3.39,화이트와인
8.5,20.15,3.01,화이트와인
12.7,4.7,3.24,화이트와인
13.1,4.3,2.98,화이트와인
9.1,14.5,3.35,화이트와인
12.5,4.9,3.36,화이트와인
9.1,14.55,3.34,화이트와인
9.1,14.55,3.34,화이트와인
11.2,10.05,3.33,화이트와인
12.5,4.9,3.36,화이트와인
9.1,14.5,3.35,화이트와인
9.1,14.55,3.34,화이트와인
9.1,15.25,3.34,화이트와인
11.5,3.15,3.24,화이트와인
12.9,1.3,3.05,화이트와인
12.5,5.2,2.95,화이트와인
12.3,1.1,3.25,화이트와인
11.4,7.1,3.1,화이트와인
9.4,8.8,3.22,화이트와인
9.1,18.5,3.11,화이트와인
9.4,8.8,3.22,화이트와인
12,1.4,3.16,화이트와인
11.1,1.2,3.18,화이트와인
11.8,5,3.1,화이트와인
11.4,1.6,3.24,화이트와인
9.1,18.75,3.11,화이트와인
12.1,6,3.19,화이트와인
10.4,9.4,3.15,화이트와인
9.2,9.7,3.12,화이트와인
13,4.75,3.29,화이트와인
12.1,6,3.19,화이트와인
11.5,5.35,2.93,화이트와인
11.5,5.35,2.93,화이트와인
10,6.8,3.23,화이트와인
11.1,6.9,3.25,화이트와인
12.4,1.4,3.26,화이트와인
12.2,0.9,2.9,화이트와인
10.6,1.2,3.06,화이트와인
11.1,1.3,3.41,화이트와인
13.9,2.6,3.36,화이트와인
9.2,12,2.99,화이트와인
10.5,9.85,2.98,화이트와인
11.3,3.85,3.04,화이트와인
12.9,2,3.24,화이트와인
12.9,1.6,3.26,화이트와인
9.6,7.8,3.12,화이트와인
12.9,1.9,3.25,화이트와인
12.9,2,3.24,화이트와인
8.8,10.3,3.04,화이트와인
13.2,1.1,3.23,화이트와인
9.2,12,2.99,화이트와인
11.3,3.85,3.04,화이트와인
10.5,9.85,2.98,화이트와인
10.5,2,3.3,화이트와인
12.6,4,3.2,화이트와인
9.5,1.1,3.05,화이트와인
9.8,10.4,3.31,화이트와인
13.4,6.1,3.04,화이트와인
11.8,1.8,3.05,화이트와인
9.8,10.4,3.31,화이트와인
13.1,4.7,3.22,화이트와인
12.6,4,3.2,화이트와인
10.4,1.1,3.26,화이트와인
13.4,6.4,3.22,화이트와인
13,8.15,3.06,화이트와인
13.4,6.1,3.04,화이트와인
10.2,4.8,3.11,화이트와인
11.7,1.2,3.07,화이트와인
9.5,1.1,3.05,화이트와인
11.7,1.4,3.03,화이트와인
11.4,7.4,3.04,화이트와인
11.8,1.8,3.05,화이트와인
11.2,1,3.09,화이트와인
13,15.5,3.19,화이트와인
13,15.5,3.19,화이트와인
10.9,8.4,3.34,화이트와인
11.6,2.4,3.14,화이트와인
11.3,3.95,3.3,화이트와인
12,19.95,3.29,화이트와인
10.5,2,3.38,화이트와인
13.1,3,3.31,화이트와인
13,15.5,3.19,화이트와인
10.9,8.4,3.34,화이트와인
9.1,14.3,3.14,화이트와인
13.4,4.2,3.18,화이트와인
11.5,1.4,3.33,화이트와인
11.2,3,3.38,화이트와인
10.9,4.9,3.36,화이트와인
13.5,2.4,3.19,화이트와인
9.1,14.3,3.14,화이트와인
9.9,10.7,3.17,화이트와인
10.5,11,2.98,화이트와인
11.7,1.4,3.18,화이트와인
11,1.2,3.49,화이트와인
13,12.9,2.99,화이트와인
13.6,10.8,2.93,화이트와인
12.3,1.3,3.08,화이트와인
13.3,2,3.25,화이트와인
13.7,1.8,3.08,화이트와인
11.1,1.2,3.19,화이트와인
13.4,7.5,3.23,화이트와인
9.1,9.7,3.05,화이트와인
11.3,3.8,3.31,화이트와인
9.4,7.2,3.2,화이트와인
9.1,9.7,3.05,화이트와인
11.6,6.3,3.37,화이트와인
11.6,6.3,3.37,화이트와인
12.4,0.8,3.01,화이트와인
9.8,8.6,3.11,화이트와인
11.1,6.3,3.09,화이트와인
13.1,3.1,3.26,화이트와인
9.7,7.2,3.14,화이트와인
9.2,7.1,3.15,화이트와인
11.7,6.4,3.1,화이트와인
10.6,14.7,3.14,화이트와인
9.7,7.2,3.14,화이트와인
9.2,7.1,3.15,화이트와인
10.9,1.9,3.1,화이트와인
10.1,1.2,3.23,화이트와인
12.2,4.8,3.17,화이트와인
12.7,1.2,3.03,화이트와인
13,3.4,2.98,화이트와인
11.2,4.3,3.16,화이트와인
9.4,8.5,3.2,화이트와인
11,1.8,3.41,화이트와인
11,1.8,3.41,화이트와인
9.2,19.5,3.1,화이트와인
9.4,8.5,3.2,화이트와인
9.2,19.9,3.1,화이트와인
12.3,8.3,3.22,화이트와인
11,1.8,3.41,화이트와인
10,1.1,3.04,화이트와인
9,16.65,3.24,화이트와인
9,16.65,3.24,화이트와인
9,16.65,3.24,화이트와인
11.1,0.9,2.92,화이트와인
9.9,6.1,3.06,화이트와인
12.2,10.2,3.66,화이트와인
11.1,0.9,2.92,화이트와인
9,16.65,3.24,화이트와인
11.8,3.85,3.01,화이트와인
12.9,4.4,3.11,화이트와인
9,4.5,2.86,화이트와인
12.4,3.2,3.01,화이트와인
9,4.5,2.86,화이트와인
12.9,4.4,3.11,화이트와인
11.2,9.7,2.99,화이트와인
12.6,4.2,3,화이트와인
11.5,4.2,3.12,화이트와인
11.3,1.1,3.07,화이트와인
11.2,9.7,2.99,화이트와인
11.5,4.2,3.12,화이트와인
10.5,5.6,3.32,화이트와인
12.6,4.2,3,화이트와인
11.9,1.6,3.15,화이트와인
10.1,1.6,3.18,화이트와인
11,1.1,3.15,화이트와인
10.6,14.6,3.14,화이트와인
11.3,2.6,3.04,화이트와인
11.2,1.2,3.1,화이트와인
11.5,7.25,2.94,화이트와인
11.1,6.55,2.92,화이트와인
12.8,7,3.14,화이트와인
12.3,1.5,3.3,화이트와인
10.4,1.4,3.26,화이트와인
11.5,7.25,2.94,화이트와인
11.7,1,3.16,화이트와인
10.7,4.2,3.35,화이트와인
9.5,17.5,2.85,화이트와인
9.5,17.5,2.85,화이트와인
9.5,17.5,2.85,화이트와인
12,1.5,3.18,화이트와인
10.8,1.3,3.31,화이트와인
10.7,3.9,3.35,화이트와인
10.7,4.2,3.35,화이트와인
10.7,7.6,3.12,화이트와인
12.1,1,3.12,화이트와인
11.9,1.1,3,화이트와인
10.8,11.8,3.18,화이트와인
12.3,1.4,3.59,화이트와인
9.4,9.7,3.3,화이트와인
9.9,12.9,3.2,화이트와인
10.4,1.6,3.35,화이트와인
10.4,7.2,3.35,화이트와인
12.6,7.1,3.15,화이트와인
12.5,1.9,2.93,화이트와인
9.4,8.8,3.04,화이트와인
9.2,7.2,3.11,화이트와인
11.2,1.4,3.27,화이트와인
9.2,14.3,2.91,화이트와인
9.2,14.3,2.91,화이트와인
9.4,8.8,3.04,화이트와인
11.2,1.4,3.27,화이트와인
10.8,1.8,3.27,화이트와인
9.2,14.3,2.91,화이트와인
9.2,7.2,3.11,화이트와인
12.5,1.2,2.96,화이트와인
9.3,11.8,3,화이트와인
11.4,0.9,3.21,화이트와인
10,12.6,3.04,화이트와인
10.6,26.05,3.06,화이트와인
10.7,4.7,3.07,화이트와인
10,12.6,3.04,화이트와인
12.5,1.2,2.96,화이트와인
10.6,26.05,3.06,화이트와인
12.8,6.1,3.19,화이트와인
9.3,11.8,3,화이트와인
11.4,0.9,3.21,화이트와인
9.5,5.6,3.24,화이트와인
9.5,5.3,3.24,화이트와인
9.5,5.7,3.24,화이트와인
10.8,8,3.06,화이트와인
10.8,8,3.06,화이트와인
8.8,17.6,3.2,화이트와인
10.8,8,3.06,화이트와인
11,8.8,3.08,화이트와인
12.4,1.5,3.29,화이트와인
11.3,1.4,3.25,화이트와인
11.2,4.8,3.12,화이트와인
12.5,2.4,3.24,화이트와인
10,3.7,3.12,화이트와인
11,4.9,3.12,화이트와인
10.5,5.7,3.16,화이트와인
10.5,5.7,3.16,화이트와인
11,4.9,3.12,화이트와인
11.4,2,3.12,화이트와인
11.3,5.1,3.16,화이트와인
12.2,4.5,2.97,화이트와인
12.6,3.2,2.9,화이트와인
11.1,6.65,2.9,화이트와인
12.3,1.6,3.26,화이트와인
10.4,4,2.92,화이트와인
8.8,17.75,3.13,화이트와인
9.5,1.4,3.27,화이트와인
8.8,17.75,3.13,화이트와인
10.4,7.2,3.42,화이트와인
13,5.7,3.11,화이트와인
12.2,8.5,3.16,화이트와인
10.5,11.4,3.03,화이트와인
10.8,5.4,3.33,화이트와인
13.2,2.7,3.2,화이트와인
13,4.3,3.16,화이트와인
10,1.2,3.5,화이트와인
10.4,1.8,3.42,화이트와인
12.4,1.3,3.16,화이트와인
12.9,5.7,3.27,화이트와인
13.2,2.7,3.2,화이트와인
10.5,11.7,3.02,화이트와인
13,4.3,3.16,화이트와인
11.2,11,3.07,화이트와인
12.7,1.6,3.41,화이트와인
9.4,11.6,3.14,화이트와인
12.9,6.2,3.03,화이트와인
13,1.8,2.96,화이트와인
13.6,1.2,3.31,화이트와인
9.1,1,3.32,화이트와인
10.4,2.4,3.25,화이트와인
13.6,1.2,3.31,화이트와인
12.2,8.2,3.28,화이트와인
8.7,18.8,3.1,화이트와인
10.5,9.6,3.04,화이트와인
10.2,12.9,3.24,화이트와인
12.5,9.2,3.06,화이트와인
11.3,1.2,3.11,화이트와인
10.2,12.9,3.24,화이트와인
12.6,8,3.13,화이트와인
10.2,12.9,3.24,화이트와인
9.8,1.6,3.09,화이트와인
10.8,12,3.15,화이트와인
12.5,2.5,3.32,화이트와인
12.5,9.2,3.06,화이트와인
11.5,4.4,3.3,화이트와인
11.4,8.8,2.98,화이트와인
10.5,9.6,3.04,화이트와인
12.6,8,3.13,화이트와인
8.7,18.8,3.1,화이트와인
11,1.3,3.17,화이트와인
11.3,1.2,3.11,화이트와인
10.2,12.9,3.24,화이트와인
11.6,1.2,3.06,화이트와인
9.8,1.6,3.09,화이트와인
10.1,1.5,3.1,화이트와인
9.2,18.15,3.06,화이트와인
9.1,13.1,3.05,화이트와인
9.1,13.1,3.05,화이트와인
9.1,13.1,3.05,화이트와인
9.1,13.1,3.05,화이트와인
11.7,1,2.96,화이트와인
12.6,1.6,3.23,화이트와인
9,11.8,2.86,화이트와인
10.1,1.4,3.12,화이트와인
13.6,1,3.3,화이트와인
9.1,13.1,3.05,화이트와인
9.2,10.6,3.09,화이트와인
8.8,10.4,3.12,화이트와인
10,1.1,2.83,화이트와인
9.1,7.4,3.47,화이트와인
11.2,1.2,3.04,화이트와인
9.2,3.4,3.11,화이트와인
9.2,18.15,3.06,화이트와인
9.5,8,3.18,화이트와인
11.9,2.5,3.35,화이트와인
9.8,2,3.11,화이트와인
9.8,2,3.11,화이트와인
10.8,6.9,3.36,화이트와인
11.3,1.2,3.37,화이트와인
12.1,9.4,3.17,화이트와인
11.3,2.9,3.38,화이트와인
10.8,6.9,3.36,화이트와인
13.5,5.4,3.36,화이트와인
10.3,1.3,3.28,화이트와인
9,20.8,3.11,화이트와인
11.6,10.3,3.08,화이트와인
10.3,1.3,3.28,화이트와인
12.5,1.6,3.21,화이트와인
8.6,13.1,3.39,화이트와인
13.4,1.8,3.19,화이트와인
12.7,8,3.22,화이트와인
9.2,1.6,2.97,화이트와인
10.2,1.4,3.32,화이트와인
9,14.7,2.96,화이트와인
9,14.7,2.96,화이트와인
9,14.7,2.96,화이트와인
9,14.7,2.96,화이트와인
9,14.7,2.96,화이트와인
9,14.7,2.96,화이트와인
9,14.7,2.96,화이트와인
11.9,1.8,3.02,화이트와인
9,10.6,2.89,화이트와인
9,12.5,3.3,화이트와인
11,6.8,3.43,화이트와인
9,14.7,2.96,화이트와인
10,2.9,3.28,화이트와인
10.7,1.4,3.29,화이트와인
10.7,1.4,3.29,화이트와인
13.4,2.1,3.39,화이트와인
11,7.4,2.99,화이트와인
10,2.9,3.28,화이트와인
10.7,1.4,3.29,화이트와인
10.7,1.4,3.29,화이트와인
11,7.4,2.99,화이트와인
11,5,2.99,화이트와인
11.1,2.5,3.16,화이트와인
10.9,6.1,2.79,화이트와인
11.5,2.7,3.03,화이트와인
13.4,2.1,3.39,화이트와인
9.4,12.9,3.08,화이트와인
9.4,12.9,3.08,화이트와인
9.4,12.9,3.08,화이트와인
10.6,13.7,3.17,화이트와인
9.4,12.9,3.08,화이트와인
12,2.4,3.03,화이트와인
10.2,9.8,3.14,화이트와인
10.6,13.7,3.17,화이트와인
13.5,1.3,3.26,화이트와인
9.7,12.1,3.31,화이트와인
12.2,6.1,3.24,화이트와인
12.3,7.7,3.11,화이트와인
12.2,6.1,3.24,화이트와인
11.4,1.4,3.42,화이트와인
12.7,7.7,3.2,화이트와인
9.7,12.1,3.31,화이트와인
10.8,6.8,3.13,화이트와인
11,9.2,3.08,화이트와인
9.5,8.3,3.18,화이트와인
10.1,17.4,3.2,화이트와인
13.2,2.7,3.46,화이트와인
8.8,12.8,3.02,화이트와인
9.5,8.2,3.18,화이트와인
9.5,8.1,3.18,화이트와인
9.5,8.2,3.16,화이트와인
9.5,8.3,3.18,화이트와인
9.5,8,3.18,화이트와인
10.4,11.8,3.03,화이트와인
9.9,12,3.14,화이트와인
10,1.7,3.22,화이트와인
10.1,17.4,3.2,화이트와인
9.4,13.9,3.17,화이트와인
9.3,10.7,3.03,화이트와인
10.9,2,3.05,화이트와인
11.4,2.2,3.2,화이트와인
10.3,1.3,2.99,화이트와인
11,1.1,3.02,화이트와인
10.9,2,3.05,화이트와인
10.8,6.4,2.99,화이트와인
10.3,1.3,2.99,화이트와인
11,1.1,3.02,화이트와인
9.3,10.7,3.03,화이트와인
10.2,6.4,2.96,화이트와인
10.2,6.3,2.96,화이트와인
10.8,6.4,2.99,화이트와인
10.5,15.1,3.24,화이트와인
11.1,2,3.13,화이트와인
10.9,2,3.05,화이트와인
11.4,2.2,3.2,화이트와인
10.3,12.1,3.22,화이트와인
12.9,8.8,3.28,화이트와인
9.9,8.8,3.12,화이트와인
11.3,5.1,3.24,화이트와인
11.5,6.8,3.38,화이트와인
11.5,6.8,3.38,화이트와인
10.7,3.7,3,화이트와인
10.4,12.2,3.03,화이트와인
12.5,5.7,3.17,화이트와인
9.5,8.1,3.19,화이트와인
11.3,2.5,3.05,화이트와인
13,4,3.26,화이트와인
11.5,6.8,3.38,화이트와인
11.5,1,3.22,화이트와인
11.3,5.1,3.24,화이트와인
13.2,5.8,3.15,화이트와인
11.5,10.6,3.46,화이트와인
9.6,3.5,2.83,화이트와인
9.6,3.5,2.83,화이트와인
9.7,16.4,3.15,화이트와인
9.2,4.8,3.14,화이트와인
8.4,3.3,3.16,화이트와인
12.4,1.2,3,화이트와인
12.4,1.2,3,화이트와인
9.2,4.8,3.14,화이트와인
8.4,3.3,3.16,화이트와인
11.7,2.5,3.14,화이트와인
11,8.7,2.96,화이트와인
11.9,1.6,2.97,화이트와인
13.2,4,3.2,화이트와인
11.7,2.5,3.14,화이트와인
9.1,16.2,3.26,화이트와인
12.6,9,3.34,화이트와인
9.1,16.2,3.26,화이트와인
10.5,1.4,3.17,화이트와인
10.6,7,3.23,화이트와인
12.6,9,3.34,화이트와인
13.7,3.1,3.41,화이트와인
12,1.5,3.36,화이트와인
12.5,4.6,3.4,화이트와인
12.1,4.8,3.55,화이트와인
11.3,4.6,3.21,화이트와인
12,1.5,3.36,화이트와인
10.3,2.7,3.46,화이트와인
12.7,6.3,3.27,화이트와인
9.2,7.2,3.12,화이트와인
9.2,7.2,3.12,화이트와인
9.5,12.4,3.1,화이트와인
10.1,6.6,3.16,화이트와인
10.1,6.6,3.16,화이트와인
13,4,3.25,화이트와인
13.1,4.8,3.24,화이트와인
11,1.3,3.1,화이트와인
9.2,7.2,3.12,화이트와인
9.4,11.1,3.08,화이트와인
9.5,12.4,3.1,화이트와인
10.2,9.8,3.16,화이트와인
10.1,6.6,3.16,화이트와인
8.6,13.3,3.06,화이트와인
9,11.7,2.91,화이트와인
9.6,8,3.13,화이트와인
9.9,1.6,3.29,화이트와인
10.5,16.55,3.2,화이트와인
11.4,1.5,3.15,화이트와인
9.4,10.2,3.18,화이트와인
11.1,6.6,3.12,화이트와인
8.9,17.8,3.1,화이트와인
8.9,17.8,3.1,화이트와인
10.8,1.5,3.15,화이트와인
12.2,7.4,3.06,화이트와인
8.9,17.8,3.1,화이트와인
12.5,2,3.13,화이트와인
12.2,7.4,3.06,화이트와인
12.5,2,3.13,화이트와인
8.9,17.8,3.1,화이트와인
10.8,12.1,3.16,화이트와인
11.4,8.2,2.99,화이트와인
10.8,1.5,3.15,화이트와인
10.6,8.7,3.18,화이트와인
9.2,3.5,3.01,화이트와인
12.2,6.4,3.24,화이트와인
12.3,2.1,3.26,화이트와인
10.4,7.7,3.23,화이트와인
10.4,12.3,2.99,화이트와인
11,1.3,3.07,화이트와인
10.6,8.7,3.18,화이트와인
9.2,3.5,3.01,화이트와인
13.5,1.1,3.32,화이트와인
11.4,2.8,2.95,화이트와인
11.5,3.5,3.1,화이트와인
14,1.9,3.21,화이트와인
12.5,3.8,3.25,화이트와인
12.5,3.8,3.25,화이트와인
12.8,2.4,3.09,화이트와인
11.2,4.8,3.23,화이트와인
11.2,4.8,3.23,화이트와인
13.6,6.2,3.17,화이트와인
9.2,1.3,2.93,화이트와인
12.5,3.8,3.25,화이트와인
11.1,1.5,3.17,화이트와인
11.2,4.8,3.23,화이트와인
14,1.9,3.21,화이트와인
13.6,6.2,3.17,화이트와인
9.4,7.9,3.18,화이트와인
14.2,1.6,3.12,화이트와인
13.2,1.4,3,화이트와인
11.2,2.6,3.04,화이트와인
10.2,14.8,3.14,화이트와인
12.8,2.4,3.09,화이트와인
10.1,0.9,2.95,화이트와인
10.1,0.9,2.95,화이트와인
10.3,1.2,2.83,화이트와인
9.9,9.9,3.19,화이트와인
11.5,3.9,3.15,화이트와인
9,15.6,3.18,화이트와인
9,15.6,3.18,화이트와인
12.1,1.5,3.03,화이트와인
13.3,1.6,3.14,화이트와인
11.5,7.8,3.22,화이트와인
11,5.6,2.96,화이트와인
10.7,1.3,3.28,화이트와인
9.4,16.7,3.08,화이트와인
10.3,7.95,3.44,화이트와인
9.3,6.7,3.17,화이트와인
12,1.1,2.88,화이트와인
11,6.3,3.21,화이트와인
9.3,8.9,3.16,화이트와인
10.1,1,3.24,화이트와인
11.1,1.5,3.18,화이트와인
9.9,6.6,2.99,화이트와인
11,6.2,3.22,화이트와인
11,6.3,3.21,화이트와인
12.5,2.1,3.32,화이트와인
12.7,2.2,3.31,화이트와인
9.3,5.4,3.32,화이트와인
9.3,8.9,3.16,화이트와인
10.1,1,3.24,화이트와인
8.8,17.9,3.14,화이트와인
11.2,2.6,2.88,화이트와인
10.8,1.3,3.13,화이트와인
8.8,17.9,3.14,화이트와인
11.2,2.6,2.88,화이트와인
10.3,2.3,3.24,화이트와인
12,4.3,3.11,화이트와인
9.5,7.1,3.26,화이트와인
9.5,7.1,3.26,화이트와인
9.8,11.9,3.14,화이트와인
9,11.7,2.91,화이트와인
13,5.8,3.17,화이트와인
11.8,3.8,3.39,화이트와인
8.8,12.4,2.97,화이트와인
11.2,6.5,3.1,화이트와인
9.5,7.1,3.26,화이트와인
9.4,7.6,3.16,화이트와인
9.5,7.9,3.16,화이트와인
10.4,2.8,3.03,화이트와인
9.8,10.6,3.08,화이트와인
10.4,2.8,3.03,화이트와인
10.3,1.5,3.06,화이트와인
9.4,7.6,3.16,화이트와인
9.5,7.9,3.16,화이트와인
11.9,1.7,3.19,화이트와인
12.8,7.6,3.15,화이트와인
13,7.5,3.09,화이트와인
10.4,1.7,3.26,화이트와인
10.4,1.7,3.25,화이트와인
10.7,12.1,3.21,화이트와인
10.7,4.5,3.05,화이트와인
11.9,1.7,3.19,화이트와인
10.4,8,3.19,화이트와인
12.8,7.6,3.15,화이트와인
9.9,8.6,3.2,화이트와인
9.9,8.6,3.2,화이트와인
9.4,14.6,3.16,화이트와인
11.4,1.6,3.3,화이트와인
9.9,8.6,3.2,화이트와인
9.4,14.6,3.16,화이트와인
9.2,1.1,2.99,화이트와인
10.5,3.7,2.9,화이트와인
11,8.9,3.25,화이트와인
11,8.9,3.25,화이트와인
12.1,4.7,2.9,화이트와인
11,8.9,3.25,화이트와인
12.8,3.1,3.22,화이트와인
10.5,5.8,3.01,화이트와인
10.5,5.8,3.01,화이트와인
10.5,5.8,3.01,화이트와인
9.5,1,3,화이트와인
9.2,15.8,3.07,화이트와인
11.1,1.5,3.07,화이트와인
12.3,5.2,3.06,화이트와인
11.1,1.5,3.07,화이트와인
12.6,2.5,3.04,화이트와인
9.5,1,3,화이트와인
9.2,15.8,3.07,화이트와인
10.8,5.9,3.2,화이트와인
11.3,3.1,3,화이트와인
12.8,3.1,3.22,화이트와인
10.5,5.8,3.01,화이트와인
9.8,11.5,3.08,화이트와인
8.5,18,2.98,화이트와인
9.3,4.8,3.16,화이트와인
9.2,8.5,3.2,화이트와인
11.4,1.6,3.21,화이트와인
8.5,18,2.98,화이트와인
9.3,4.8,3.16,화이트와인
8.4,5.9,3.06,화이트와인
9.2,1.1,3.04,화이트와인
9.2,8.5,3.2,화이트와인
10.4,13.1,3.18,화이트와인
11.6,4.1,3.27,화이트와인
12.4,2.9,3.25,화이트와인
10.4,13.1,3.18,화이트와인
9.3,1.1,3.09,화이트와인
12.2,1.5,3.2,화이트와인
11,7.75,3.22,화이트와인
11.4,1.15,3.11,화이트와인
9.5,1,3.06,화이트와인
9.2,17.8,3.07,화이트와인
11.1,5.7,3.13,화이트와인
9.2,17.8,3.07,화이트와인
11,7.4,3.24,화이트와인
9.9,1.4,3.14,화이트와인
9.9,1.4,3.14,화이트와인
9.5,1,3.06,화이트와인
12.4,4.4,3.35,화이트와인
9.4,1.6,3.21,화이트와인
9.3,7.9,3.23,화이트와인
8.7,15.5,2.9,화이트와인
8.7,15.5,2.9,화이트와인
8.7,15.5,2.9,화이트와인
8.7,15.5,2.9,화이트와인
9,17.55,2.94,화이트와인
10.7,13.5,3,화이트와인
10.7,13.5,3,화이트와인
11.3,1.3,3.02,화이트와인
8.7,15.5,2.9,화이트와인
11.7,11.6,2.96,화이트와인
9.3,7.9,3.23,화이트와인
8.7,15.5,2.9,화이트와인
9,17.55,2.94,화이트와인
11.7,11.6,2.96,화이트와인
10.7,13.15,3.23,화이트와인
11.4,1.9,3.05,화이트와인
10.7,13.5,3,화이트와인
11.3,1.3,3.02,화이트와인
10,6.1,3.19,화이트와인
10,6.1,3.19,화이트와인
11.2,1.9,3.15,화이트와인
9.7,1.9,3.07,화이트와인
12.5,1.6,3.42,화이트와인
12.9,11.3,3.27,화이트와인
11.8,8.4,3.16,화이트와인
10.6,8.3,3.16,화이트와인
11.8,8.4,3.16,화이트와인
10.7,12.2,3.19,화이트와인
9.9,8,3.21,화이트와인
12,1.3,2.96,화이트와인
10.4,12.7,3.15,화이트와인
8.5,1.3,3.19,화이트와인
9.9,10.5,3.13,화이트와인
9.4,12.5,3.08,화이트와인
10.4,9.6,3.13,화이트와인
11,1.5,3.3,화이트와인
11,1.5,3.3,화이트와인
10.4,7.8,3.19,화이트와인
9.8,10.8,3.1,화이트와인
9.4,12.5,3.08,화이트와인
10.6,8.6,3.23,화이트와인
10.1,1.2,3.28,화이트와인
11.5,14.5,3.06,화이트와인
11.4,3.7,3.06,화이트와인
9.2,1.1,3.03,화이트와인
9.7,1.1,3.12,화이트와인
11.3,3.8,3.07,화이트와인
9.6,4.6,3.15,화이트와인
8.9,10.2,2.86,화이트와인
10,7.9,3.26,화이트와인
9.2,2.4,3.18,화이트와인
9,10.7,3.08,화이트와인
12.8,4.9,3.09,화이트와인
9,10.7,3.08,화이트와인
9.5,1.1,3.08,화이트와인
10,7.9,3.26,화이트와인
11,5.6,3.22,화이트와인
9.2,2.4,3.18,화이트와인
10.6,14.2,3.08,화이트와인
10,9.5,3.23,화이트와인
10,9.5,3.23,화이트와인
11.7,4.1,3.31,화이트와인
12.5,4.7,3.12,화이트와인
11.1,1.4,3.07,화이트와인
9.7,0.9,3.16,화이트와인
12.3,20.3,3.04,화이트와인
12.2,3.5,3.18,화이트와인
11.3,2.7,3.75,화이트와인
11.6,1.2,3.22,화이트와인
11.3,1.2,3.31,화이트와인
11.1,2,3.27,화이트와인
11.2,1.1,3.26,화이트와인
11.3,1.5,3.15,화이트와인
12,1.2,3.07,화이트와인
8.8,18.1,3.15,화이트와인
8.8,18.1,3.15,화이트와인
12,3.6,3.15,화이트와인
12,3.5,3.15,화이트와인
9,12.1,3.01,화이트와인
9.3,17.45,3.12,화이트와인
8.7,12.1,3.14,화이트와인
12.8,3,3.1,화이트와인
11.5,1.6,3.1,화이트와인
10,5.7,3.08,화이트와인
10,5.6,3.09,화이트와인
10.3,6.8,3.33,화이트와인
10.4,15.6,3.25,화이트와인
13.4,6,3.22,화이트와인
11.2,1.8,3.05,화이트와인
9.1,8.6,3.26,화이트와인
9.1,8.6,3.26,화이트와인
10.8,11.5,3.33,화이트와인
12.5,7.8,3.24,화이트와인
11.3,2.4,3.63,화이트와인
12.8,5,3.46,화이트와인
9.1,8.6,3.26,화이트와인
12.7,1.5,3.22,화이트와인
11,5.4,3.1,화이트와인
10.4,11.9,3.02,화이트와인
10.4,11.9,3.02,화이트와인
10.7,9,3.25,화이트와인
10.9,10,3.22,화이트와인
10.4,11.9,3.02,화이트와인
10.4,11.9,3.03,화이트와인
9.7,15.5,3.16,화이트와인
11,5.4,3.1,화이트와인
9.6,15,3.19,화이트와인
13.9,1.4,3.1,화이트와인
9.4,9.4,3.07,화이트와인
12.5,3.7,3.1,화이트와인
9.6,15,3.19,화이트와인
9.5,1.4,3.19,화이트와인
9.6,6.5,3.19,화이트와인
